[6.780515674362831, 6.093332718277999]
[4.734790339516976, -0.45321144440510686]
[4.8942127541089615, -1.577278486748275]
[5.777999464807287, 6.474801851224639]
[0.16350996396553727, 5.368492338718644]
[-1.295853986657841, 4.030875167462759]
[-0.14342270229490087, 3.6558139157210543]
[3.4407947703192865, -0.3238838447503673]
[4.8220357970230685, 0.45112663072639236]
[3.018831065651508, -1.1401416772782964]
[-1.3628158784622837, 3.9788984929215157]
[0.4435856222349929, 5.893790104749657]
[4.709904775617522, -0.6247211364923491]
[6.3247226854749705, 7.686408537824376]
[-0.027905576228660654, 4.768059693688333]
[6.7781221051568545, 3.650928915902812]
[4.643711972190524, 0.09802357884584292]
[3.759129548223217, -0.533390242019939]
[6.382439023354375, 6.071497372277432]
[0.1760857560588011, 2.121601669894762]
[0.3325296591357838, 3.5408306970447354]
[4.895640359944299, 1.079049846141323]
[6.730228694905403, 6.292355894433318]
[5.344727809700523, 6.589908994529872]
[1.8189135984956009, -0.4466182690129698]
[5.996123432534601, -0.02386000269010559]
[3.20350630541458, 5.269177434656718]
[-1.1468349151172335, 4.216982204116699]
[4.049600574749418, -0.0666155588082429]
[4.8828163501802075, 6.315171330568075]
[2.375958552609089, 4.849820297458607]
[4.738001179769797, 0.1523966203823094]
[0.23248618767686324, 2.4163070675094565]
[1.144420407119808, 5.65035721962874]
[4.482737171210843, -0.497008012475418]
[3.090510458351295, -1.468298227276439]
[6.042684900207432, -0.5759789859088725]
[2.4919519523654214, -0.8439912485843041]
[-1.4313080511627252, 3.7894651838298548]
[3.349228869393921, -0.17378096366539672]
[0.4286556208704428, 3.5673287297050944]
[4.0485720667533425, 0.15888265329156503]
[2.0552004549886522, 0.22526680839982718]
[0.3670253357010205, 2.753450019396774]
[5.140912126671775, 6.483209732667145]
[0.21134953153465516, 5.193326668792444]
[7.352865183945363, 5.665361012334863]
[-0.15206765288949903, 5.457322226125601]
[5.6245709059836555, 5.8165337062256945]
[7.559870520413282, 6.340558560721644]
[4.05107229189617, 0.31160663958803403]
[5.331742383718499, 0.25483846357982426]
[4.838092188757443, -1.4940368944961624]
[6.983701291605389, 4.721631869300057]
[3.294047058444954, -0.16516905523976175]
[4.2580363153791705, -0.7723639672747921]
[0.25997311412271557, 4.273302944293908]
[-0.5348643588853759, 5.267621415276034]
[6.048507643084126, 4.684474013938596]
[-1.001268351927696, 4.396343661428046]
[-0.6746386782201844, 3.508079641695768]
[0.6790881134320129, 4.465094016817818]
[5.745803084715386, 6.592340759653136]
[-0.5111764695267725, 3.2329628743049894]
[-0.23863846391488008, 4.107369070053004]
[3.511789364167145, -0.9776372439972382]
[4.840292513943016, 5.460365022970817]
[-0.7137271638407595, 5.059697378819832]
[3.9535445793258317, 1.0551096761911924]
[6.396182697388318, 4.42601796598117]
[6.445492832829023, 5.543539476618142]
[4.142450848854586, -0.11345016681329591]
[5.980070122618897, 5.295564942146756]
[3.1734196641986285, 0.045433900583083865]
[-2.2014776442965784, 2.88759266613347]
[6.861057656029202, 0.3611362587324519]
[1.1470483035346912, 3.1146264229889393]
[5.433631764715017, -0.3605312407659761]
[6.046307021787221, 7.631482835904132]
[3.8650486874312064, 2.7526743714580295]
[6.075005233604125, 6.5904472019817515]
[4.133908230027782, 0.5794188031481229]
[0.523442343153994, 4.119393763543049]
[5.529940031455307, 4.153719668588786]
[2.4719911349337105, -0.7881386092964177]
[4.856563786414396, 5.227042760205218]
[4.103271205794096, 1.708709614539199]
[5.056086734908902, -0.9913115456412387]
[0.798037534358416, 3.1352870645055164]
[8.300908625446915, 6.132228229715869]
[6.826725652897569, 6.3844324466644675]
[-0.3701799211013706, 4.156349023053451]
[-0.12773365582220889, 4.375335509117829]
[8.548334783230874, 5.143276252309966]
[1.031718541669353, 3.920988314672008]
[6.34816170330741, 5.479946155939796]
[5.534785398289379, 7.134623964219514]
[7.557550738743013, 6.008247644302037]
[2.409917867598168, -0.6294178034141346]
[3.2180158126897087, 0.4347121909805903]
[-0.31918514142272386, 3.5685240948985704]
[0.6370932462805137, 3.6349406504942516]
[5.915065960670689, -0.4280866217089117]
[7.4146048648255904, 6.982330058580588]
[4.485682926101697, -0.31894299082611755]
[-0.7397335226715157, 3.5420888057697058]
[3.8597021079781433, 0.3931939368905206]
[-0.9423873395566335, 2.1243260564987785]
[5.306865927838604, -0.4824103665707028]
[3.138774699988004, 0.12720157481159283]
[6.8493939718939645, 5.9127892206499215]
[4.390234117290798, 5.352477407601376]
[4.503275666700858, 4.38313481885306]
[5.290256198880819, 5.947144074910485]
[1.4930388822643565, 0.815954677607823]
[5.093314933511986, -1.2997602730993385]
[6.627806929241114, 5.319227619706562]
[6.549180491278623, 6.46665183988912]
[6.307854214950268, 6.051996906107405]
[4.7164770004040095, 0.8062408979087058]
[2.839546307872575, 0.6786093238541313]
[3.6624370676154636, -1.1712855682547476]
[3.1991163428181872, -1.4236635755770526]
[-1.063044880424955, 4.440230886806885]
[6.135496229732527, 5.846712987540991]
[7.150666954284018, 5.126120777505717]
[4.859487967966505, 5.381853782567277]
[-0.8814399978255949, 4.425502023520729]
[3.9882253823367706, 2.1006786138037272]
[3.3421377725289543, -0.11501979317592391]
[5.9995128003928535, 0.1281452202280625]
[4.023953493067452, -0.6240828887411043]
[4.425153250663419, 4.7348230407325005]
[-0.5493949937441244, 5.490011756572631]
[0.16432304857192503, 4.570427347610165]
[5.585511437782335, 1.876518394163814]
[-0.09550178627315284, 5.652280873750993]
[5.368537325383246, 4.634702884847904]
[0.8725494347592658, 4.381126660924902]
[0.051938860130279665, 3.212653092044266]
[3.267810819079222, 0.12989630376707564]
[7.029197905764221, 6.6357078753880785]
[-0.7543800703098611, 2.575548047470244]
[-0.6714204352643446, 4.0528872507304055]
[6.435019955746686, 6.927116255556565]
[-0.5560817516005194, 3.2184313446730597]
[0.9235902362805752, 3.620785012129157]
[7.922092333944662, 6.181363629334972]
[4.75989275678527, 5.387537444139921]
[4.0099509558681845, -0.11449215694636333]
[4.3350113572233475, 5.707105673222867]
[-0.5123547655470414, 3.3823093527605557]
[-1.5629275601508554, 5.62817498268811]
[1.8092605796628796, 5.720084210031297]
[3.8626445397940974, -1.4600400092801342]
[-0.2890077847209282, 4.076080115365246]
[5.05377909033861, 0.053958547803792604]
[4.891571541129053, 0.1334830422051144]
[5.882677180636951, 7.362194056207301]
[5.20104170743883, 4.9231218675767305]
[6.004531177216496, 7.25375306269136]
[-0.5440461650719687, 4.460914184590046]
[-2.6084609514245303, 4.182518957621983]
[1.3418720492463112, 3.8398825333678586]
[-0.9821158107436045, 5.818414919158182]
[-0.8309010728101941, 2.688694663641334]
[0.3917762419504947, 4.281420730309148]
[6.923746022158421, 2.5723347202514613]
[0.5886647880161258, 4.938456521674122]
[5.164374847314536, 5.338659679958484]
[4.177907310460389, 0.5911193890570755]
[6.11204126006583, 5.005167907294813]
[0.3125669084690643, 3.4575778032526725]
[4.923636073954088, 0.5971427525988154]
[-0.43147767819680594, 2.8711888777571906]
[7.013869595801458, 6.617361134152606]
[4.989439208405495, 5.01037473592761]
[0.4689083883884391, 4.587580652162392]
[0.926974558693054, 3.365054384119908]
[6.989603763773002, 5.38341316346145]
[-0.35206875331817744, 3.7178027394850246]
[3.886375180789656, -0.029353100780186013]
[2.5368032369642286, -0.4615225754291333]
[-0.10092556313299335, 3.165332216253644]
[5.81080286197152, 6.424385542594602]
[1.8423029082954827, 6.696407977317785]
[-1.0455214855116235, 2.790027061573826]
[2.5923099083614716, -0.8892633264644003]
[-0.3820072068497779, 5.1716114334485175]
[5.82495269133019, 7.49512988357894]
[5.281393413145812, 0.44702233602278735]
[6.6932372781078575, 6.194786795894505]
[5.690961758292377, 5.430095152037681]
[4.082771324766139, 7.407214098231204]
[0.0014506968900656859, 2.501246664363832]
[2.8422119370828045, -0.1795241474909482]
[-0.7461980787086055, 4.471053454423556]
[4.83121082693234, 6.586509633696182]
[-0.5053602631209914, 4.515205323890275]
[1.3642522625340883, 0.34650515859687436]
[6.067854937320123, 6.505966220931328]
[8.064730027597669, 6.35526593487746]
[4.524387384023974, 7.241655342157093]
[6.083771310932742, 6.094449330218379]
[1.2205849522277286, 4.440504437457719]
[-0.33763215959201637, 4.953178131224396]
[3.763307584235052, 6.086972161480763]
[0.5757600160090618, 3.073651282321852]
[5.962586972895196, 7.119156108952796]
[0.04948042709763129, 4.021770619319823]
[0.6520518429741294, 2.8532309688328064]
[0.03963035964495689, 2.8495980008511257]
[5.027311641764756, -0.5820929163034003]
[5.665920982963765, 7.3319193398877704]
[-0.17058017378190507, 3.2597724385745894]
[5.873442729418104, 1.1558273836841164]
[5.049110860253646, 0.1806135198606079]
[5.587034984697793, 5.9302327264445465]
[4.507899027738885, 0.10696590985523322]
[-1.4686771069711217, 4.826419332181586]
[4.039374724307737, 1.0408078789153712]
[6.241917673894299, 7.6030878684467105]
[5.276601865782643, 5.705508056222473]
[6.60380088259838, 4.700486328877179]
[4.716451791413818, -0.5488052606150576]
[3.5278646601940764, -0.7828138447685867]
[0.5026874919065866, 5.972069089630738]
[4.307049548733085, -0.8787923987536117]
[5.100154088633548, 4.367260236914526]
[-0.6214993614037598, 3.6627191652872937]
[2.6392288121776692, 0.19808222505487125]
[3.6967379912883844, -0.7674006362701777]
[5.104534449274354, 4.155208833579586]
[2.753250838319094, -0.5749243814505306]
[3.4316712013019646, 0.16225732437493787]
[4.732245475743359, -1.905132809004314]
[6.577419004484557, 5.1659069063053815]
[-0.07557002946863119, 3.3898370658329657]
[6.770675471590556, 6.302964014116906]
[3.6572399806217546, -1.403826975693479]
[3.458368042563916, 0.2568262376451716]
[3.880581538769546, -1.225459462805127]
[-1.0217747776108146, 3.4959686921791646]
[7.282285355723266, 6.112705141122331]
[0.40835017209844604, 3.4570980550381174]
[5.883030374535727, 6.163422729429817]
[4.537669265230033, 0.2601984754938648]
[6.660932937107701, 6.04382594730696]
[6.015394345052303, -0.37801839713610774]
[4.678917429194138, 1.1391637149454812]
[4.157377057086266, 2.249455565231716]
[2.026030223642626, -1.1745351358592473]
[7.294795520264626, 6.177386119937524]
[1.2773133447781282, 2.541282724158915]
[0.04382359817895336, 3.9131098826191417]
[4.942254512651924, -0.7336116977788658]
[0.30638657017540305, 4.007590430721077]
[4.65267396167975, -0.595824217666659]
[5.960921806343923, 4.640149308367908]
[4.577664873365449, -1.2414952627770548]
[-0.3440952457250145, 3.8042347158347383]
[6.354120853675636, 5.297106073032784]
[4.037399751921242, 1.7936131432538762]
[0.9772607845713559, 3.2920468850904445]
[5.5944464987015845, 6.142435992411624]
[6.380237609615885, 6.175917434862135]
[5.030422850523953, -0.4350811435461589]
[6.462317581944169, 8.110639454324325]
[3.9608212353286687, -1.4793334334670643]
[-1.3545486331467185, 5.749517914962981]
[5.821597418295652, 7.544991890868387]
[1.8018816963267876, 2.791537258374253]
[0.7719053809773974, 5.034858368959376]
[0.10045848798431746, 3.3344220528147828]
[4.246867287256208, -0.1949552898039272]
[6.001497057473811, -0.781337002268726]
[-1.0910810885681566, 3.5800635124755558]
[3.1516856197778074, 0.27050627063682436]
[4.974881040687952, 6.054959578838028]
[4.947746067994576, 7.6906246566594465]
[5.395764122384673, 5.915673166792366]
[0.37047162783470233, 2.449014962486965]
[4.62064359308303, 1.3504887693070984]
[6.294500493786503, 5.886254545158919]
[6.725702554744409, 5.642541959388975]
[5.018836344560396, 4.0874107081373925]
[-0.7624159000065963, 4.048525694877828]
[5.79320967999007, 5.04903529596058]
[5.1333118132924405, 1.8917093924054766]
[0.9541343240974435, 5.013508672998015]
[3.5149288904129308, -1.0037897032668608]
[-1.3515322757823718, 4.104119781686897]
[6.486101813611021, 6.2301439707628985]
[2.024830371115324, -0.1044296260167344]
[1.6780652424079514, 3.4626273379644013]
[6.354372467810403, 6.02581232557255]
[3.619696103911556, -0.6363281383480488]
[5.755473934142203, 6.907712354903946]
[1.3671663732206212, 4.076609773920491]
[6.343862092358709, 5.5301907151574525]
[-0.016953035787113366, 3.613770039587266]
[3.6038702701524166, 0.0625206286250389]
[6.7593349663848645, 7.007345074473906]
[7.49178138383123, 6.638129377786687]
[-1.9957166120990772, 4.038310089341959]
[1.3925451757970548, 3.6210747276379927]
[4.819293344749955, 2.8878132135732515]
[2.4319639713834236, -0.6346362584551157]
[6.4167325730604485, 6.110358692765504]
[0.5957024268448191, 4.523079305132643]
[4.8528570250727, 0.2942662503296285]
[5.371257550883103, 4.681282723359414]
[3.49201666284677, -0.8584539685389305]
[-0.13647806582334787, 4.924557269936509]
[3.733953735782396, 0.7036801782453298]
[3.375764456144987, -0.5607690093240874]
[0.5326748393454102, 3.4807773304619163]
[-0.7858496420190166, 3.9471803231190354]
[5.274863716061204, 4.2645404773034565]
[6.764709574538889, 5.76953787087852]
[4.188454137031082, -1.1689973707340122]
[3.871584966491304, 1.4844099590862356]
[5.050692594630233, 1.4216554728685755]
[0.041640776025899356, 4.070801259503047]
[-2.6720690909169122, 4.875979821041313]
[4.375295510048774, 0.4696229678755124]
[0.5471682103624214, 4.3559603335342825]
[4.147507914059281, 0.19721849472757477]
[5.062670520658038, 6.30815654303091]
[4.9360077001233975, 4.77178122521704]
[5.233253732284199, 6.254319645021561]
[6.125656993053362, -0.1800813501567899]
[7.099228565740905, 5.121612652537116]
[0.02501564046142714, 3.311169261071581]
[-0.9032165235450841, 5.7795839162675975]
[5.765725499200699, 6.015138303241818]
[0.10439878540607447, 3.5640830518667532]
[5.222574638994071, 4.796516174983859]
[5.268440546100864, 6.753671559084591]
[3.628888502465708, 1.6136997787827192]
[0.9221866552765516, 3.411232519420847]
[5.403944401814538, 1.0507080059468767]
[-0.23437620550688446, 2.2567361949502667]
[3.525565635643063, 1.0774206164594031]
[7.431797079899459, 3.4390256407256983]
[7.755587636049, 6.400985220202782]
[7.31579854940216, 5.729810258876919]
[-0.9779840566599078, 4.529315358584157]
[5.366101687005536, 6.556269879716192]
[3.725380033906927, 0.04151219905751094]
[1.6104855436881624, 4.50084858661379]
[5.446905084510558, 6.174606284008125]
[6.8631827538804115, 6.7936715523586235]
[-0.21761269668825017, 2.5903791912101775]
[6.279938762211212, 5.185704786116579]
[2.064787192331135, -2.0438767392615893]
[4.946453919965518, 7.746249414713851]
[6.689034621273532, 7.242471114662267]
[5.088888931078192, 6.46172490342386]
[5.895117918788192, 6.353903714659707]
[6.927704815203016, 6.4351940894617]
[0.0037014854982934543, 7.180380916941825]
[6.391600082161548, 6.2830265945838475]
[0.23577400728551298, 3.922332327187529]
[2.093657917587195, 1.9410821009116603]
[4.875320563862876, -1.5909935545583809]
[-0.4301905228869013, 2.880807947147388]
[3.44678087598861, -0.7929824769616601]
[2.9094993161756966, 0.044592660295303746]
[6.452377103240639, 6.146660988158208]
[5.224287331949423, 1.6193332029484808]
[6.405090039249819, 5.731970557769067]
[3.691326452919464, -0.23379089151983104]
[5.475025476570983, 5.304739374552174]
[6.266610304216615, 6.805580370256151]
[3.782775362319393, 0.7605529345159593]
[1.1855547629680252, 3.6178965633903735]
[2.3842927654069817, 4.232345509322635]
[-0.7125377949540491, 3.8753621593982572]
[6.952902038755636, 6.3618849358102905]
[-0.48670352650616777, 3.8851827369553074]
[8.180849771636245, 5.591470500001441]
[0.8861994023917207, 4.257817881465356]
[6.181622044804376, 6.076797306022802]
[0.8470881463372402, 3.321003898399039]
[6.451363447128914, 5.979389202331613]
[4.0182230956467135, -0.9897216965023703]
[-1.4047706019302302, 3.6881723911165225]
[7.63412183087625, 6.159217276280684]
[3.7816821268358116, -0.32713407983044884]
[-0.9487131827996621, 4.308291619412891]
[5.90889951899912, 5.810734758178107]
[1.4414725868813314, 3.8453375470427877]
[0.8356656692042913, 3.568024420369442]
[6.8757097820231, 6.152773823616964]
[3.8715482512218897, 5.740459279395278]
[-0.6952409558604764, 4.496164736345841]
[2.764096974113971, 0.4776249985945196]
[4.796142502819959, -0.5729983537495552]
[5.98748403099151, 7.348813542878925]
[4.9919244603675335, 5.858836810847497]
[0.38562286031894805, 2.952032280295718]
[6.446982246893364, 5.256291553880777]
[5.816686916776071, 4.616581591360107]
[6.414757696718482, 1.2113332858970511]
[7.052205167688941, 6.208859386254722]
[5.513823582568441, 4.543594843108581]
[3.15565671694287, 0.035505212490887894]
[4.383927094710673, 5.921434754533072]
[-1.2017141814822148, 3.9171779625977745]
[0.20525466820898536, 3.298005115852141]
[6.63529806869199, 6.014617845103902]
[6.806185938784592, 6.855657987700727]
[0.9857856727234657, 3.2631994147776275]
[1.39685270311212, 3.048557034419627]
[5.6067629011830205, 5.626272869779985]
[7.274001080808157, 5.758271918692931]
[1.359087334915501, 3.1717314533563297]
[5.318241171875918, 1.9486642224696693]
[-1.0407140273406716, 2.305670622907802]
[5.899672704128217, 5.7639492497301665]
[5.756278583839168, 5.931005028451867]
[-1.727924694313449, 3.9631683783450202]
[6.592019202302444, 6.417329130287197]
[1.492902751459087, 4.268888580883602]
[0.25121619532486, 4.432129870626241]
[6.998930605757662, 5.138670609147914]
[-3.074629840733401, 4.542571337942564]
[1.3731408978714323, 1.4350879649871917]
[3.4545083600867628, -1.887524261120907]
[3.1077764264944516, -1.710186238517656]
[7.202820901797002, 7.523619322476419]
[4.360178967167102, -0.6535982836939453]
[5.117116991563909, 6.6787452698397365]
[3.27625170393466, 1.275506494974413]
[3.6651200921067937, -1.5885322721842399]
[4.54014728910512, 5.046266468010825]
[-0.10684088916951852, 2.328663761434485]
[6.85623737012777, 7.6851652317797425]
[1.2433158734156415, 3.936351693389094]
[5.324964390806113, 6.874035057517689]
[5.007687289636078, 1.522711577279597]
[4.341949641378838, 0.9808371082793336]
[4.58348865445631, -0.12653437956419417]
[6.009953362433862, 0.20319741471294678]
[6.295236842982933, 5.912473200681334]
[5.024389034397819, -0.4647428056127036]
[0.9699168105218599, 3.4450738174187183]
[0.751481169319423, 4.596981767034332]
[4.704138525440559, 0.636778197247071]
[-0.4465573231672536, 3.336841217043308]
[1.5554358740425913, -1.2245895886936247]
[3.444334580308707, 0.9739879584408617]
[0.10960258504761726, 5.415410315488345]
[-0.27781964932821435, 2.2644590048627746]
[3.9825700457201614, -0.9007813601167176]
[4.6242590858408725, -0.2081834046345438]
[4.65827617042123, -0.6797460364240837]
[6.883709287172576, 5.3813406495620155]
[6.717905526126437, 6.305535962478906]
[5.570479047021092, 7.589294672701771]
[3.855274868385572, 1.1425184895434364]
[0.28718384017042164, 3.9164624551281646]
[-0.42179592284192785, 3.2076050670671954]
[2.9339070632465125, 0.5019710933627746]
[0.2945068613695624, 2.7439554239535973]
[3.471843349135015, 1.4549409949405356]
[7.236120458432905, 6.222379663502161]
[4.318505544762339, 0.9154200247081525]
[-0.5283505925125812, 6.808853554043889]
[-1.1679355991498304, 5.234379867647419]
[8.59953007863131, 5.859819454169462]
[-1.1269344862396653, 3.04182749956714]
[3.8399414564227907, 0.18657348331538776]
[5.583790280833796, 6.225522038666322]
[3.954349668529784, 0.5386407112569228]
[4.702015296202211, 0.7008172242499505]
[5.54026824049993, 6.529619430440649]
[2.8855623205874013, -0.0892270535955799]
