5.9148800320 5.9672661545
-0.1380288622 2.2503490670
0.4568579256 3.7973711204
1.3453748601 3.6462696270
3.5214448174 2.8839270041
0.3353115689 6.1503136743
2.9460443754 -1.2649325876
0.8607589585 4.2574795332
4.8864189259 4.5878027976
1.4698367071 3.9469725901
-0.3121140214 3.5592565267
2.6442276411 2.4918150708
-0.2977779199 3.9861443757
6.5766441087 7.4787453473
4.0971791114 -1.6260814364
4.9788969640 6.2040091552
1.0722763528 2.7233648063
7.3877505564 6.5058382096
4.3471482108 -1.9799894304
-0.2878342289 5.2222104492
4.6099181621 -0.2593394937
-1.9725503524 4.7772205575
6.1400203845 7.6184451772
0.0313984232 3.8149024902
6.5871638652 6.6423887111
4.6031419261 0.7766937298
-1.9527623669 4.3032919168
-1.1031185746 4.4060283407
0.4483501891 3.5996921722
3.3581631564 -0.2528482594
7.6246784604 6.9875274022
6.0848217367 8.3918320213
3.2563880688 0.8525053850
-0.7048985776 4.0792146004
3.9182193163 0.9789751066
3.7275228496 0.5893642191
0.1658332741 3.2435568969
6.1705322084 7.3589638035
5.1525533767 -0.4933816290
1.9548069042 4.0373488341
4.9719606528 1.5066138997
5.4290415342 6.3768298062
6.7149553273 6.5424145756
7.0907612310 8.4571250164
6.3900446630 4.2993756608
-1.1435772277 3.4678321433
-0.0855725038 3.9573707376
0.3034388384 2.9406314650
5.6983849997 6.7986958884
-0.4203591229 5.9932475972
4.8552728988 0.6777319482
-1.8870237801 4.6192454192
2.4051221424 0.1066040117
6.7794836791 7.1728558782
-1.3210905941 4.7487108148
0.6940087674 3.8570738426
3.9938512637 1.5679626404
4.6256259346 0.0422109947
-2.5789196499 4.1668577127
4.6740678646 0.0199409972
0.8257642612 2.3137622086
6.2117608377 6.5621385561
6.8067272345 3.9595802716
4.4012442020 0.6643778319
4.6664739587 6.1812717650
4.7106149003 2.3069690350
3.0150718203 1.1346159234
7.5286648536 4.4643553050
5.4967513335 6.8005414494
0.5507342874 2.9883488306
-1.3196622144 4.2783529131
0.2843490939 4.9396743246
0.6215992371 4.4713823373
5.8752180816 6.0928890786
6.9170472468 6.4964826138
0.4336000317 3.2713548861
6.8760716787 7.0493733955
-0.7876873658 5.1200540606
3.4530150538 -0.2468411769
4.6457329886 4.7101317120
5.7094938063 5.6036119364
-1.1069617136 4.7028218162
0.3374615448 3.1011675451
2.9669663361 0.1994035702
5.0782126892 5.7337370102
6.0514896448 6.2427319736
0.2692593031 2.0103365598
1.0192198570 4.4974902260
5.6184888305 6.3468457465
4.3430037284 0.3769759252
5.3864569915 8.2341964219
1.4865873035 4.5713466022
3.0606948636 -1.0224700472
5.0431803113 6.7935465513
-2.7757314365 3.3136377674
-0.5510290575 3.7783896205
5.5869189367 6.1103421620
3.3179430415 0.2523444686
4.8909589778 5.8783252063
-0.1250415489 3.0124298956
3.5473395375 1.3869172741
5.0466968642 -0.5802745805
6.3957686037 7.0007935349
4.7410394938 7.8395309693
3.0285693992 -0.0626200698
4.9402378690 6.1440931251
6.0305012800 0.7147757932
6.0572369752 4.5211803235
1.6862666687 3.5106438726
4.1338524373 -1.3676564161
6.9809370221 6.5351534084
5.4079039525 6.4358805908
-0.2167424273 3.0875687459
4.2295964123 4.9618720551
0.5596029970 5.4043957217
4.4954067976 -1.5225024346
-0.8873550754 1.8482594097
6.4283970288 1.0140655806
7.0650233518 5.4393461669
4.6146252992 4.8349662897
4.2076365407 0.0279474270
5.4789212921 0.6217002359
1.0518200059 4.7777418115
0.2500851351 3.3783460855
4.4881043608 6.8362928418
7.3488988658 5.8925084582
4.3552039585 -2.4815321540
2.8780045299 4.4363933444
-2.0112706960 4.2026701222
0.5092604436 5.4171522409
5.5467330955 0.5889406706
-0.0139624074 2.9142199748
7.8359108820 7.0874151417
4.9949180722 6.9988581517
1.2486214147 5.1202320905
-0.6126742464 4.8508785001
5.6380082106 -0.6778088200
4.2550821916 -0.3377383948
