0.0014614491944094439	"13455888"
0.000666331737663253	"1184351"
0.00063980518762453713	"4695850"
0.00057485388269481802	"5051368"
0.00045030471433561486	"1384888"
0.00044660099103943711	"2437837"
0.00044481824807289343	"6113490"
0.0004442037346492903	"7902219"
0.00043299524497360361	"13425865"
0.0004278853361810701	"6076759"
0.00042327595495486565	"4196067"
0.00039817029591649833	"6172466"
0.00038543367085125386	"14112583"
0.0003631670660876923	"10390714"
0.00034383110767340969	"15164193"
0.00033834786526042588	"3191491"
0.00032935246269591331	"6416278"
0.00032896996560147321	"6237129"
0.000326320719904534	"7835160"
0.00032507588819276817	"1516699"
0.00031314344184028592	"13725487"
0.00030959412428387866	"9276255"
0.00030809546901904521	"7576704"
0.00030354256664502557	"10469541"
0.00029795335224600217	"5154210"
0.00028579029429621496	"12836211"
0.00028347554326018759	"7990491"
0.00026906211185568902	"4198751"
0.00026401327507828047	"2797855"
0.00026106565577612426	"11253108"
0.00025755868484887175	"9386580"
0.00025508993712163638	"3603527"
0.00025104301141162631	"12074312"
0.00024879018337782441	"3069099"
0.00024545732888493402	"14881689"
0.00024484903187668743	"2155467"
0.00023872444278074141	"1441065"
0.00023335074721373618	"14503460"
0.00022060503334192866	"2396749"
0.00021509725581366268	"3191268"
0.00021468682893197467	"10566120"
0.0002113790965868025	"2614581"
0.00021132415996310023	"11147327"
0.00020715963506812539	"1637982"
0.00020338117269240542	"12430985"
0.00020262323397563466	"11245362"
0.00019701920176292865	"9355455"
0.00019142274075322377	"10527224"
0.00019074389256349786	"14112408"
0.00018818343631212027	"2614578"
0.00018809311931810861	"9391762"
0.0001871031700328998	"8697871"
0.00018685330250851632	"6172167"
0.0001854013848763265	"981395"
0.00017885001539861767	"6171937"
0.00017834740120436002	"5490435"
0.0001732578678542962	"11582765"
0.0001695498115340907	"14725161"
0.00016767695232507274	"12067030"
0.0001673168571574139	"9562547"
0.00016548126936050266	"994890"
0.00016067308338682426	"9997298"
0.00016052821856676688	"9394907"
0.00015904269686998256	"13280859"
0.00015776886153166231	"10345830"
0.00015530367289560905	"4978429"
0.00015495000507579417	"12447593"
0.00015322797218785296	"8019937"
0.00014889113579679932	"11148415"
0.00014788104549887985	"13432150"
0.00014712672459117935	"4344962"
0.00014192897865090772	"1175360"
0.00014131286755746989	"12038331"
0.0001390960411284192	"14565507"
0.00013781320407727602	"4624519"
0.00013627013408445214	"1523975"
0.00013494958520320738	"14981725"
0.00013474185798435342	"13328060"
0.00013073867122658834	"1332806"
0.00013023139425222377	"10399499"
0.00013006969330610579	"14963657"
0.00012834313003442518	"2578813"
0.00012828888426967233	"2826544"
0.00012723774170304299	"1575979"
0.0001271381021782997	"1813634"
0.00012404627525125218	"2778099"
0.00012083877137804711	"13853369"
0.0001202836979750058	"9924814"
0.00011582953102484715	"4568647"
0.00011443369324603338	"12785678"
0.0001144281741374276	"7467127"
0.00011425740364606318	"9742161"
0.00011368488063726944	"3328327"
0.00011328616899650977	"10246542"
0.00011326731775399034	"3591832"
0.00011319055335038565	"5274313"
0.00011298651396143021	"14727077"
0.00011246839613542158	"14709489"
0.00011223456346479525	"5908108"
0.00011220084058094982	"3973000"
