1000,36585,1
1001,35232,1
1002,35235,1
1003,35546,1
1004,35540,1
1005,10004,1
1006,27495,1
1007,19492,1
1008,35236,1
1009,16073,1
1010,20915,1
1011,40152,1
1012,23657,1
1013,32727,1
1014,20914,1
1015,15125,1
1016,35542,1
1017,35234,1
1018,35237,1
1019,16765,1
1020,23991,1
1021,25260,1
1022,15906,1
1023,16079,1
1024,20447,1
1025,35234,1
1026,23990,1
1027,15450,1
1028,11191,1
1029,33083,1
1030,22468,1
1031,22505,1
1032,35542,1
1033,19483,1
1034,35540,1
1035,35546,1
1036,22505,1
1037,19490,1
1038,32230,1
1039,26948,1
1040,39325,1
1041,35234,1
1042,40159,1
1043,33738,1
1044,40224,1
1045,20917,1
1046,18496,1
1048,33083,1
1049,33329,1
1050,30757,1
1051,32702,1
1052,20914,1
1053,36585,1
1054,42285,1
1055,33326,1
1056,15907,1
1057,39792,1
1058,19490,1
1059,33081,1
1060,20914,1
1061,20916,1
1062,36585,1
1063,39793,1
1064,23990,1
1065,33080,1
1066,19805,1
1067,33738,1
1068,19548,1
1069,32702,1
1070,35234,1
1071,35237,1
1072,35708,1
1073,26095,1
1074,11520,1
1075,35541,1
1076,33328,1
1077,40554,1
1078,14174,1
1079,40557,1
1080,31789,1
1081,36585,1
1082,36581,1
1083,16523,1
1084,18312,1
1085,25179,1
1086,27590,1
1087,14344,1
1088,42285,1
1089,40152,1
1090,18725,1
1091,13971,1
1092,25332,1
1093,18053,1
1094,16325,1
1095,39791,1
1096,19490,1
1097,18646,1
1098,21485,1
1099,20887,1
1100,14918,1
1101,20067,1
1102,30059,1
1103,10168,1
1104,18889,1
1105,30323,1
1106,35548,1
1107,17654,1
1108,16745,1
1109,22777,1
1110,20931,1
1111,35353,1
1112,19263,1
1113,26781,1
1114,27596,1
1115,14980,1
1116,27868,1
1117,41101,1
1118,14347,1
1119,33738,1
1120,10241,1
1121,41018,1
1122,25185,1
1123,22506,1
1124,30187,1
1125,27594,1
1126,38950,1
1127,39790,1
1128,10286,1
1129,20067,1
1130,18495,1
1131,33738,1
1132,20613,1
1133,17209,1
1134,16071,1
1135,16523,1
1136,26659,1
1137,20346,1
1138,17452,1
1139,23476,1
1140,33245,1
1141,41073,1
1142,40197,1
1143,42286,1
1144,41640,1
1145,33490,1
1146,20674,1
1147,38899,1
1148,27595,1
1149,19852,1
1150,11191,1
1151,32892,1
1152,34046,1
1153,18646,1
1154,22773,1
1155,33364,1
1156,27595,1
1157,34779,1
1158,29597,1
1159,35319,1
1160,39694,1
1161,32483,1
1162,42285,1
1163,14851,1
1164,24181,1
1165,40203,1
1166,25153,1
1167,33328,1
1168,38486,1
1169,22773,1
1170,33486,1
1171,26782,1
1172,32769,1
1173,10842,1
1174,28627,1
1175,18943,1
1176,31408,1
1177,23205,1
1178,31500,1
1179,18041,1
1180,28362,1
1181,14189,1
1182,38633,1
1183,19718,1
1184,40341,1
1185,32655,1
1186,40197,1
1187,32493,1
1188,11190,1
1189,18110,1
1190,29884,1
1191,11331,1
1192,36912,1
1193,16994,1
1194,18981,1
1195,26790,1
1196,11431,1
1197,42285,1
1198,14963,1
1199,11644,1
1200,18997,1
1201,16073,1
1202,41172,1
1203,25260,1
1204,29534,1
1205,20089,1
1206,35471,1
1207,21353,1
1208,40662,1
1209,41593,1
1210,20598,1
1211,23461,1
1212,19367,1
1213,12472,1
1214,12515,1
1215,40224,1
1216,32725,1
1217,32021,1
1218,15722,1
1219,14961,1
1220,27922,1
1221,19514,1
1222,14138,1
1223,16996,1
1224,19514,1
1225,17980,1
1226,32170,1
1227,18603,1
1228,40428,1
1229,26913,1
1230,31314,1
1231,23471,1
1232,13926,1
1233,14363,1
1234,42626,1
1235,30514,1
1236,14738,1
1237,14764,1
1238,26885,1
1239,38020,1
1240,21961,1
1241,19165,1
1242,16289,1
1243,28084,1
1244,38662,1
1245,31934,1
1246,25085,1
1247,30024,1
1248,18347,1
1249,41914,1
1250,23902,1
1251,18941,1
1252,23781,1
1253,31926,1
1254,20190,1
1255,22674,1
1256,20832,1
1257,25717,1
1258,30514,1
1259,21424,1
1260,21894,1
1261,22485,1
1262,37425,1
1263,27503,1
1264,40427,1
1265,39038,1
1266,26815,1
1267,27482,1
1268,27503,1
1269,41054,1
1270,28493,1
1271,28493,1
1272,28493,1
1273,28493,1
1274,28493,1
1275,28903,1
1276,40810,1
1277,30111,1
1278,30460,1
1279,31062,1
1280,41643,1
1281,37099,1
1282,41244,1
1283,41033,1
1284,41108,1
1295,19490,1
